field_id,latitude,longitude,year,season_number,season_length_days,ndvi_peak,ndvi_mean,ndvi_auc,ndvi_slope_mid,precip_cum,rh_mean,gdd_cum,solar_cum,water_stress_index,yield_kg_ha,sustainability_score
field_16.8000_96.2000,16.8,96.2,2024,1,30,0.5244,0.5064387096774194,243.36000000000004,0.0,2.42,78.62806451612903,503.79,520.41,0.1870136277141866,4952.209522078434,0.43486284013632837
field_16.8000_96.2000,16.8,96.2,2025,1,30,0.4777,0.4598451612903227,220.93200000000004,0.00205,0.01,62.464516129032255,461.0799999999999,590.13,0.3112135580992022,5237.703128067853,0.40376379305113164
field_17.0000_96.1000,17.0,96.1,2014,1,210,0.7946,0.492978021978022,1430.832,0.0180466666666666,843.93,81.89714285714285,3029.44,2978.02,0.1607852006279435,8298.116290714406,0.7174443148623497
field_17.0000_96.1000,17.0,96.1,2015,1,60,0.7768,0.720534426229508,691.692,-0.002113333,61.84,77.27016393442625,1027.73,1144.18,0.2034171279763502,5443.688050547611,0.5524503955622816
field_17.0000_96.1000,17.0,96.1,2016,1,60,0.778,0.7042065573770493,676.4264000000001,0.00624,233.32,85.30475409836065,997.3200000000002,1058.89,0.1290708341126938,5773.645840442138,0.5961416695081732
field_17.0000_96.1000,17.0,96.1,2017,1,30,0.6469,0.6342870967741934,304.39199999999994,0.0,10.6,82.58935483870968,469.22,528.41,0.1458787411030176,4863.692372575005,0.48841132617317207
field_17.0000_96.1000,17.0,96.1,2018,1,60,0.8232,0.7418327868852458,712.3768,-0.001636667,262.21000000000004,85.0122950819672,1025.11,1137.2700000000002,0.1339155529427575,5773.906624168807,0.609016466721386
field_17.0000_96.1000,17.0,96.1,2019,1,60,0.8247,0.7756426229508198,744.8864000000001,0.0030966666666666,151.42999999999998,83.64262295081966,1064.2399999999998,1208.04,0.1496512292394519,5542.11186218818,0.5977651956163639
field_17.0000_96.1000,17.0,96.1,2020,1,46,0.7674,0.7003914893617021,516.3984,0.0025933333333333,26.0,74.58106382978723,755.4,884.4599999999999,0.2209103856948846,5150.876098318304,0.5150545989925174
field_17.0000_96.1000,17.0,96.1,2021,1,60,0.8428,0.7789475409836067,747.5752000000001,-0.00349,260.57,86.05393442622952,1015.9499999999998,1078.2199999999998,0.1239104115829077,5339.323176168108,0.5897840545104308
